porti|携带
夜景|nokta scenco\nnokta pejzagho
夜幕|nokta kurteno
夜校|vespera lernejo
夜总会|noktoklubo
夜莺|najtingalo
液化|likvigi
液态|likva stato
液体|fluajho\nlikvajho
液压|hidrawlika premo
一把|garbo\nfasko\nplenmano
一般|ghenerala
一般化|gheneraligi
一半|duono
一辈子|la tuta vivo
一边|unu flanko\nunu latero
一串|grapolo
一丛|tufo
一簇|tufo
一代|generacio
一道|kune
一等|unaklasa\nunuagrada
一点儿|iom
一点一滴|gute\npogute\nguto post guto
一定|nepra\nneevitebla\ncerta
一对|paro
一份|porcio
一夫多妻制|pollgamio
一夫一妻制|monogamio
一服|dozo
一副|paro
一会儿|iom da tempo\nmomento
一块地|parcelo
一捆|fasko
一连串|vico\nsinsekvo\nserio
一列|vico
一幕|akto
一片|peco
一齐|kune\nsamtempe\nunuanime
一起|kune
一气|unuspire
一切|chio
一神论|monoteismo
一束|fasko\ngarbo
一双|paro
一天到晚|tuttage, de mateno ghis vespero
一条心|unuanime
一无所有|havi
一系列|serio\nsinsekvo\nvico
一小撮|plenmano da
一些|iom
一衣带水|apartigita de strio da akvo
一元论|monismo
一月|januaro
一致地|senopone\nunuece\nunuanime\nunuvoche
医疗|kuraci
医生|kuracisto
医师|doktoro
医学|medicino
医院|hispitalo
依次|lawvice
依旧|kiel antawe
依据|law\nsurbaze de
依靠|sin apogi sur\ndependi de
依赖|dependi de
伊斯兰教|islamo\nislamismo
伊斯兰教徒|islamano\nmuzulmano\nmahometano
衣橱|vesta shranko
衣袋|posho
衣兜盖|poshklapo
衣服|vesto
衣柜|vesta shranko
衣架|vest-arko
衣箱|kostumkesto\nkofro
颐和园|la Somera Palaco
遗产|heredajho
遗传|heredeco
遗传学|genetiko
遗憾|bedawro
遗迹|historiaj restajhoj
遗留|restigi\npostlasi
遗漏|preterlasi
遗失|perdi
遗忘|forgesi
遗言|ies lastaj vortoj
遗址|ruino\nrestajho
遗嘱|testamento
移动|movi
移栽|transplanti
移植|transplanti
移置|transmeti
仪器|instrumento\naparato
仪式|formalajho\nceremonio\nrito
仪仗队|honora gvardio
胰岛素|insulino
胰腺|pankreato
疑点|duba punkto
疑问|dubo\ndemando
疑心|suspekto
姨父|onklo
姨妈|onklino
姨太大|kromedzino
椅子|segho
蚁|formiko
已故|forpasinta
已经|jam
已往|pasinte\nen la pasinteco\nantawe
乙型脑炎|B-tipa encefalito
以后|post\ndepost
以来|de\ndepost
以前|iama\nantawa\npasinta
以身殉职|oferi la vivon sur sia posteno
以为|opinii\npensi
艺妓|gejsho
艺人|artisto\nmetiisto
艺术|arto
艺术家|artisto
艺术品|artajho
抑制|inhibicii\nregi\ndeteni
易爆|eksplodema
易感|sentema\npresigema
易激动|molkora\nemociighema\nekscitighema
易落|falema
易怒|kolerema
臆断|supozi\nhipotezi\nkonjekti
疫病|epidemio
疫苗|vakcino
意会|subkompreni
意见|opinio
意识|konscio
意识形态|ideologio
意思|senco
意外|neatendite
意外事故|akcidento
意味|signifi
意想|imagi\nsupozi
意义|senco\nsignifo
意译|parafrazo
意志|volo
毅力|energio\nvolo
义愤|justa indigno
义和团运动|Yihetuan-movado
义务|devo
益虫|utila insekto
益处|utila\nprofito\nbono
益鸟|utila birdo
议案|propono
议程|prgramo\ntagordo
议定书|protokolo\ninterkosento
议会|Parlamento\nasembleo
议会制度|parlamenta sistemo\nparlamentismo
议论|diskuti\ndebati
议事日程|tagordo
译本|traduko
译解|malchifri\ndechfri
译文|traduko
译员|interpretisto
译者|tradukinto
译制片|dublita filmo
异常|eksterordinara\nnenormala
异端|herezo
异国|fremda lando
异教|paganismo
异教徒|pagano\nherezulo
异乡|fremda lando\nfremdaloko
异型管|shtaltubo de nenormala formo\nshtaltubo de neregula formo
荫|ombro
因此|tial\nsekve\npro
因果关系|kawzeco
因数|faktoro
因素|faktoro
因为|kawze de\nchar\npro tio，ke
因由|kawzo\norigino\nkial
殷勤|afabla\nkompleza\nkomplezema
音标|fonetika simbolo
音波|sonondo
音叉|tonforko
音程|intervalo
音调|tono
音符|noto
音阶|skalo\ngamo
音节|silabo
音节分界|silabolimo
音乐|muziko
音乐会|koncerto
音乐家|muzikisto
音乐咖啡馆|koncertkafejo
音乐学院|konservatorio
音色|tembro\nkoloro
音速|sonrapideco
音响|akustiko
音障|sona obstaklo
阴暗|malluma\nmalhela
阴道|vagino
阴电子|negatono
阴阜|venusmonto\npubo
阴极|negativa elektrodo\nkatodo
阴茎|peniso\nkaco
阴茎套|penisingo\nkondomo
阴历|luna kalendaro
阴谋诡计|mahinacio\nintrigo
阴天|nubokovrita chielo\nnuba tago
阴险的|insidema
吟咏调|melopeco
银|arghento
银河|la Lakta Vojo
银狐|arghenta vulpo
银幕|ekrano
银牌|arghenta medalo
银行|banko
银行家|bankiero
银行支票|cheko
银行主|bankiero
银杏|ginko
银鱼|arghenta fisho
银元|arghenta dolaro
淫荡|perversa\ndibocha\nvoluptema
淫乐|dibocho\nvilupto
淫乱|malchasti
饮茶|trinki teon
饮酒|drinki
饮料|trinkajho\nrefreshigajho
饮食有度|sobra
饮水|trinki akvon
引导|gvidi\nkonduki
引渡|ekstradicii
引航|piloti
引号|citilo
引荐|rekomendi
引见|prezenti
引开|dekonduki\nforkonduki
引力|gravito
引起|veki\nkawzi\nestigi
引擎|motoro
引人注目|okulkrocha\nokulfrapa
引入|enkonduki
引文|citajho
引向|konduki
引用|citi
引诱|tenti\nlogi\nallogi\ndelogi
引证|citi
隐蔽|sin shirmi\nshirmighi
隐藏|sin kashi\nkashighi
隐伏|kashighi\nsin kashi
隐患|kashita danghero\nlatenta danghero
隐瞒|mensogi\nkashi
隐秘的|sekreta
隐忍|prisilenti\ntoleri
隐士|ermito
隐写液|sekreta inko
隐喻|metaforo
印第安人|indiano
印度洋|la Hinda Oceano
印染|presi kaj tinkturi
印刷|presi
印刷术|presarto
印象|impreso
印象派|impresionismo
印象纸|fotografia papero
印象主义|impresionismo
印章|sigelo\nstampo
英镑|sterlinga pundo
英尺|futo
英寸|colo
英里|angla mejlo
英明|sagha
英雄|heroo\nbravulo
英雄气概|heroa spirito\nheroeco
英雄史诗|epopeo
英勇|brava
英语|angla lingvo
樱桃|cherizo
婴儿|bebo\nsuchinfano
鹰|aglo\nakcipitro\nvulturo
应承|konsenti\npromesi
应当|devi
应得|meriti
应付|trakti
应该|devi
应届高中毕业生|abituriento
应考|iri ekzamenighi
应声虫|ehho
应邀|lawinvite\ninvitite
应用|apliki\nuzi\npraktiki
应允|promesi
萤火虫|lampiro
营|bataliono
营长|batalionestro
营地|kampadejo
营房|barako
营养物|nutrajho
迎风|kontraw la vento
迎候|atendi la alvenon de
迎接|renkonti\nakcepti\nbonvenigi
赢得|gajni\nelpoenti\nvenki\nakiri
赢利|profito\ngajno
盈亏|profito kaj perdo
盈利|Profito
影集|albumo de fotoj
影片|movbildoj\nfilmo
影射|aludi
影响|influi
影印|fotografia presado
影院|kinejo\nfilmoteatro
影子|ombro
硬币|monero\nmetalmono
硬的|malmola\nrigida
硬度|harditeco\nmalmoleco
硬化|malmoligi
硬件|hardvaro
硬皮|krusto
硬水|malmola akvo
硬席|malmola sidloko
拥抱|chirkawpreni\nenbrakigi\nbrakumi
拥护|subteni\naprobi
拥挤|pushi kaj kunpremi\ninterpishighi
拥有|posedi\nteni
庸俗|triviala\nvulgara
永不|neniam
永垂不朽|senmorta
永恒的|eterna
永久|konstanta\neterna\nchiama
永生|senmorta
永远|chiam
勇敢的|brava\nkuragha\nsentima
勇气|kuragho
勇士|heroo\nbravulo
勇往直前|kuraghe marshi antawen
用|uzi\napliki
用处|uzateco\nutila
用法|uzo\nuzado
用功|diligente\npenige
用户|konsumanto\nuzanto
用坏|eluzi
用旧|eluzi
用具|ilaro\nilo
用破|eluzi
用途|uzo
用意|intenco
用作|servi kiel(por)
幽会|amrendevuo
幽静|kvieta
幽灵|fantomo\nreaperanto\nspirito
幽默|humuro
幽香|delikata aromo
幽雅|eleganta\ngracia
优等|altklasa\nunuagrada
优惠|favoro
优良|fajna\nelita\nbona
优美的|bela\ngracia\neleganta
优生学|ewgeniko
优胜者|venkinto\nsuperulo
优势|supereco
优先|unue\nantawe
优先权|prioritato
优秀的|eminenta\nbonega
优选法|rapida metodo de serchado de plej bona plano
优雅的|gracia\ndelikata
优越|avantagho\nsupereco
优质|alta kvalito\nbona kvalito
悠久|longa
忧愁|malghoji\nmaltrankvilighi\nchagrenighi
忧虑|zorgi\nmaltrankvilighi
忧闷|melankolio
忧伤|chagrenighi\nmalghoji
忧郁|melankolio
尤其|precipe
由来|origino
由于|kawze de\npro
由衷|sincere\nelkore
邮包|poshta pako
邮船|kuriershipo\nposhtshipo
邮戳|poshtstampo
邮递员|kuriero\nleterportisto
邮费|poshtpago\nsendokosto
邮寄|poshti
邮局|poshtejo\nposhtoficejo
邮票|poshtmarko
邮箱|poshtkesto
邮政|posht
邮资|poshtkosto
犹太复国主义|zionismo
犹太教|judismo
犹太人|judo
犹豫|heziti
油|oleo
油布|oleita tolo\nlinoleumo
油彩|farbo
油菜|kolzo
油茶|ole-tea kamelio
油船|cisternoshipo
油灯|olelampo
油管|oletubo
油罐车|cisternokamiono
油罐车皮|cisternovagono
油滑的|glita\nruza
油画|olepentrajho
油灰|mastiko
油煎|friti
油井|oleputo
油锯|chensegilo
油库|oletenejo\nolestaplo
油码头|ole kajo
油墨|presinko
油漆工|farbisto\ndomkolorigisto\nmurkolorigisto
油田|petrolkampo
油烟|fulgo
油印机|mimeografo
油炸|friti
油脂|graso\noleo
油质|ole(ec)a
油棕|olepalmo
游荡|vagi
游击队员|partizano\ngerilano
游击战|gerilo
游记|turismaj notoj
游客|vizitanto\nturisto\nvojaghanto
游览|viziti\nekskursi\nvojaghi
游历|vojaghi
游民|vagulo\nvagabondo
游牧部落|hordo\nnomada tribo
游戏|ludi\npetoli
游行|paradi\nmanifestacii
游泳|nagi
游园|viziti ghardenon (parkon)
有|esti\nekzisiti\nsin trovi\ntrovighi\nhavi\nposedi
有才智|inteligenta
有弹力|elasta
有点儿|iom
有分寸|diskreta\nsobra\nmodera\ndeca
有关|koncerna
有轨电车|tramo
有轨电车道|tramovojo
有害|malutila
有机|organika
有机化学|organika kemio
有机体|organismo
有计划|lawplane
有价证券|valorpapero
有价值|valori
有教养|ghentila\nbonedukita
有教育意义|instrua
有经验|sperta
有理|prava\njusta
有礼貌|ghentila
有利|favori\nutili
有力|forta
有名|fama
有能力|kapabla\npova\nkompetenta
有钱|richa\nbonhava
有趣|interesa
有权|rajti
有神论|teismo
有生力量|vivaj fortoj
有生气|vigla
有时|iam
有条件|kondicha
有希望|esperiga
有限|limigita
有效|efika\nvalida
有些|iom
有形|konkreta\nvidebla
有学问的人|instruitulo\nklerulo
有意|intenca
有意识|konscie
有意思|signifoplena\ninteresoplena
有益|instrua\nutila
有影响|influa
有用|utila
有资格|kompetenta
友爱|frateco
友好|amikeco
友人|amiko
友谊|amikeco
右|dekstra
右边|dekstra
右锋|dekstra avanulo
右后卫|dektra arierulo
右派|dekstrulo
右派分子|dekstrulo
右前卫|dekstra avanulo
右倾|dekstra devio
右手|dekstra mano
右舷|tribordo
釉|emajlo\nglazuro
釉工|glazuristo
诱惑|logi\ntenti
诱离|delogi\nforlogi
诱骗|delogi\ntrompi
幼虫|larvo
幼儿|infaneto\nbebo
幼儿园|infanghardeno
幼苗|plantido
幼年|infaneco\ninfanago
幼芽|ghermo
幼稚|infana\nnavia
淤泥|shlimo
淤塞|shtopighi de shlimo
于巴巴|seka\nsengusta
榆树|ulmo
愚蠢|stulta\nidiota\nmalsagha
愚昧|malklera
愚弄|mistifiki
舆论|publika opinio
余粮|superflua greno
余年|restaj jaroj
余震|postskuo
鱼|fisho
鱼翅|naghilo
鱼竿|fishkano
鱼肝油|fishepata oleo
鱼钩|fishhoko
鱼网|reto\nfishreto\ntrolo
鱼鹰|pandiono\nfishaglo
鱼鳔|nagh-veziko
愉快|agrabla\nghoja\ngaja\nplezura
愉猎|shtelchasi
渔场|fishkaptejo\nfishejo
渔夫|fishisto\nfishkaptisto
娱乐|amuzi\ndistri
雨|pluvo
雨季|pluva sezono
雨量|pluvokvanto
雨伞|pluvombrelo
雨水池|cisterno
雨水管道|pluvtubo
雨鞋|galosho
雨雪|neghopluvo\npluvnegho
雨衣|pluvmantelo
雨云|nimbuso
宇宙|universo\nkosmo
宇宙观|mondrigardo\nmondkoncepto
宇宙航行|ostronavigacio\nkosmonavigacio
宇宙线|kosmaj radioj
语调|tono
语法|gramatiko
语法学家|gramatikisto
语句|frazo
语气|tono
语系|familio\nlingva familio
语言|lingvo
语言学|lingvistiko\nfilologio
语言学者|filologo\nlingvisto
语义学|semantiko
语音|prononco
语音学|fonetiko
羽毛|plumo
羽毛掸|plumvishilo
羽毛画|birdpluma bildo
羽毛球|volano
羽纱|kamloto
玉|jado
玉雕|jada skulptajho
玉兰|magnolio
玉米|maizo
玉器|jadajho
玉石|jado
芋头|taro
郁闷|melankolio
遇见|renkonti
遇难|morti en akcidento
遇险|endangherighi\nesti en danghero
愈|des pli
欲望|deziro
浴池|banejo
浴巾|tuko por bano
浴盆|bankuvo
浴室|banejo\nbanchambro
寓所|loghejo
寓言|fablo
寓意|moralajho\naluda signifo\nsugesta signifo
预报|prognozi
预备|prepari
预定|destini\nantawfiksi\ndecidi
预订|aboni\nmendi
预防|antawgardi\npreventi
预防措施|antawrimedo
预防药品|preventilo
预付|partopago\nekpago
预感|antawsenti
预告|antawdiri\naverti
预计|prikalkuli\nantawkalkuli\ntaksi
预见|antawvidi\nawguri
预期|atendita
预算|budgheto
预言|antawdiri
预言家|profeto
预兆|awspicio\nantawsigno\nawguro
预知|antawvidi\nantawscii
鸳鸯|ambirdoj
渊博|erudicio
冤仇|malamo
冤屈|maljustajho
冤枉|maljuste trakti\nmistrakti
元旦|Novjara Tago
元件|elemento\nkomponanto
元老|veterano
元首|suvereno\nshtatestro
元帅|marshalo\nchefkomandanto\nchefgeneralo
元素|elemento
元凶|chefkrimulo
元勋|homo de granda kontribuo
元音|vokalo
原版|originala eldono
原本|originalo
原动力|movforto
原稿|originala manuskripto
原告|persekutanto\nplendanto\nakuzanto
原籍|naskighloko
原来|origine
原理|principo
原粮|neprilaborita greno
原谅|pardoni
原料|materialo\nkruda materialo
原始|primitiva
原始人|primitivulo\nprahomo
原始森林|primitiva arbaro
原始社会|primitiva socio
原文|originala teksto\noriginalo
原先|origine\nantawe
原型|prototipo
原野|kamparo
原意|originala senco\norigina intenco
原因|kialo\nkawzo
原油|nafto
原则|principo
原著|originalo
原子|atomo
原子弹|atombombo
原子核|atomkerno\nnukleo
原作|originalo
援救|savi\neldangherigi\nhelpi
援助|helpi
辕|timonparo
园|ghardeno
园丁|ghardenisto
园林|ghardeno\nparko
园艺|ghardenistiko\nhortikulturo
园艺学|ghardenistiko
园锥体|konuso
圆|cirklo\ncirkonferenco\nrondo
圆规|cirkelo
圆滑|ruzo
圆锯|cirkla segilo
圆满地|perfekte
圆球|sfero\nglobo\npilko
圆圈|cirklo\nringo
圆筒|cilindro
圆舞曲|valso
圆心|centro
圆形|cirkla\nronda
圆周|cirkonferenco
圆珠笔|globkrajono
圆柱体|cilindro
圆桌|ronda tablo
猿人|simihomo
源泉|fonto
缘故|kawzo\nkialo
远|fora\nmalproksima
远程|longa distanco
远东|la Ekstrema Oriento
远古|praa\nantikva
远见|malproksimvida
远景|perspektivo\nmalproksima vidajho
远虑|antawvida\nlongvida
远亲|malproksima parenco
远摄镜头|telefota lenso
远射程炮|long-distanca kanono
远视|hipermetropa\nmalmiopa
远征|ekspedicio
远足|ekskurso
愿望|deziro\nvolo
愿意|voli\ndeziri\nvolonti
怨气|plendo
怨言|plendo\ngrumblo
院士|akademiano
院子|korto
约定|interkonsenti
约会|rendevuo
约请|inviti
约束|regi\nreteni
越…越…|ju pli…\ndes pli…
越过|transiri\ntranspasi
越境|transpasi la landlimon
越来越|pli kaj pli\nchiam pli
跃进|impeti\nsalti antawen
钥匙|shlosilo
岳父|bopatro
岳母|bopatrino
月份|monato
月份牌|kalendaro
月光|lunklaro\nlunlumo
月桂树|lawro
月经|virina ordinarajho\nmonatajho\nmenstruo
月刊|monata gazeto
月历|kalendaro
月亮|luno
月票|monata bileto
月食|luna eklipso
月台|perono\nkajo
月薪|monata salajro
月牙|novluno\nlunarko
悦耳|belsona\norelplacha
悦目的|okulplacha
阅兵式|militista revuo\nparado
阅读|legi
云彩|nubo
云海|nubaro\nnubmaro
云母|glimo
云雀|alawdo
云梯|eskalo
匀称|simetrio
陨石|aerolito\naershtono\nmeteorshtono
允诺|promesi\nkonsenti
允许|permesi\nlasi
运筹学|operacia esploro
运动|kampanjo\nmovado\nsporto
运动场|stadiono\nsportejo
运动会|sportkunveno
运动员|sportisto
运动战|movada milito
运费|transporta kosto
运河|kanalo
运气|felicho\nbonshanco
运输|trafiko\ntransporto
运算|operacii
运用|apliki\nmanipuli
运转|funkcii
运走|forporti
蕴藏|konservi
晕车|veturmalsano
晕船|marmalsano
晕倒|sveni
韵|rimo
韵脚|rimo
韵律|ritmo
韵律学|metriko
韵母|vokalo
韵文|ritma verko
孕妇|gravedulino
杂技|akrobatajho
杂技团|akrobata trupo
杂技演员|akrobato
杂交|kruci\nhibridigi
杂交动物|hibrida besto
杂交植物|hibrida planto
杂色|bunta\ndiverskolora
杂耍|varieteo
杂文|eseo
杂音|bruo\ndissonado\ndisonanco
杂志|gazeto\nrevuo
杂质|enmiksajho
杂种|hibrido
栽培|kultivi\nkulturi\nkreskigi
栽植|transplanti\nplanti
灾祸|plago\nkatastrofo\nfatalajho
灾难深重|abismo de sufero
宰杀|buchi
宰相|chefministro
载重量|tunaro\ntonelaro\nshargh-kapacito
载重能力|sharghkapablo
载重汽车|sharghawto\nkamiono
再版|represi\nreeldono
再见|ndiaw\nghis revido
再生|regeneri\nrevivigi
再生产|reprodukti
再现|revidigi\nreaperigi
在场|en cheesto
在家|hejme
咱们|ni
暂时|provizora\nefemera\nportempa\ntransira
暂歇|pawzo
赞成|aprobi
赞美|lawdi\nprikanti
赞美歌|himno\nglorkanto\npsalmo\nkantiko
赞赏|admiri
赞叹|lawdi\nadmiri
赞同|aprobi\nkonsenti
赞扬|lawdi
赞助|awspicio
赃官|koruptita oficisto
赃物|rabajho\nrabakiro\nshtelajho
脏的|malpura
遭受|trafi\nsuferi
遭遇|trafi\nrenkonti\ntravivi
糟粕|fecho\nrekremento
糟踏|fushi\ndifekti\nmalshpari
凿子|chizilo
枣|jujubo
早安|bonan matenon
早餐|matenmangho
早晨|mateno
早春|frua printempo
早饭|matenmangho
早年|fruaj jaroj
早期|frutempa\nfru-perioda
早起|ellitighi frue
早已|iam delonge\nantawlonge
澡房|banejo
澡盆|banujo\nbankuvo
澡堂|banejo
蚤|pulo
噪音|bruo
造|fari\nfabriki\nkonstrui
造成|fari\nkrei\nkawzi
造船|konstrui shipon
造反|ribeli\nlevighi
造就|eduki\nkulturi
造林|arbarkulturo\nforstokurturo
造型术|plastiko
造纸|paperfarado
皂|sapo
皂片|sapflokoj
责备|riprochi
责罚|puni
责任|devo
责无旁贷|neforpushebla devo
怎样|kiel\nkiamaniere
增产|pliprodukti
增长|kreski\npliighi\nlevighi
增多|multigi\npliigi
增高|plialtigi
增加|pliigi\nplimultigi
增进|akceli
增刊|suplemento\naldono
增强|fortikigi\nfirmigi\nplifortigi
憎恶|abomeni
憎恨|malami
曾经|iam
曾祖|praavo
赠品|donaco
赠送|donaci
扎|piki
扎根|enradikighi
扎营|kampadi
渣滓|fecho\nrekremento
轧钢|laminati
轧辊|premcilindro
闸门|kluzpordo
眨眼|palpebrumi
栅栏|palisaro\nbariero\nbarilo
榨|premi
榨取|ekspluati
炸弹|bombo
炸药|dinamito\neksplodajho
诈骗|chantaghi\ntrompi
诈取|prifriponi
摘|shiri\npluki
摘记|noti
摘要|resumo
斋戒|fasti
债|shuldo
债权|kreditoraj rajtoj
债主|kreditoro
毡|felto
毡帽|felta chapelo
毡鞋|felta shuo
粘合|glui
沾染|infektighi
斩首|senkapigi
展出|eksponi\nekspozicii\nmontri
展开|disfaldi\nmalfaldi\netendi\ndisvolvi\nelvolvi
展览|eksponi\nekspozicii
展览会|ekspozicio
展示|eksponi\nekspozicii\nmontri
占卜|awguri\ndiveni
占卜者|divenisto\nawguristo\nsignoklarigisto
占据|okupi\nposedi
占领|okupi\nposedi
占有|posedi\nposedpreni
战备|milita preparo
战场|batalkampo
战斗|batali
战斗舰|batalshipo
战斗力|batalforto\nbatalpovo
战犯|milita krimulo
战俘|militkaptito
战壕|trancheo
战绩|milita gajno
战利品|trofeo\nmilita predo\nbatalakiro
战略|strategio
战胜|venki\ntriumfi
战士|batalanto\nsoldato
战术|taktiko
战线|fronto\nbatallinio
战役|kampanjo\nbatalo
战友|kunbatalanto
战争|milito
站|stacio
站长|staciestro
站岗|gardostari\npostenighi
站立|stari
站台|perono
樟木|kamforarbo
樟脑|kamfooro
樟脑丸|kamforbulo
樟脑油|komforoleo
章程|regularo\nstatuto
章节|chapitro
章鱼|polpo
张灯结彩|ilumini\nornami per lantenoj kaj koloraj paperstrioj
掌管|administri
掌柜|butikisto\nmastro
掌握|posedi\nteni
涨潮|fluso\nalfluo
涨价|altigi prezon
丈夫|edzo
丈母|bopatrino
丈人|bopatro
帐|konto\nkalkulo
帐薄|kontolibro
帐单|kontopapero
帐房|kasejo\nkontoro
帐户|kontulo
帐目|konto
帐篷|tendo\njurto
帐子|moskitvualo\nkulvualo
障碍|obstaklo\nmalhelpo
障碍物|malhelpajho\nbarilo\nobstaklo
招兵|varbi soldarojn
招待|regali\ngastigi\nakcepti
招待所|akceptejo\ngastejo
招工|varbi laboristojn
招呼|saluti\nvoki
招募|varbi
招认|konfesi
招生|varbi lernantojn
招贴|afisho
招摇撞骗|trompi\ncharlatani
招致|konduki\nkawzi
找到|trovi
沼气|metano
沼泽|marcho
照常|kiel kutime
照抄|kopii
照顾|zorgi
照旧|kiel kutime
照亮|heligi\nlumigi
照料|zorgi\npriservi
照明|lumigi
照明弹|lumraketo
照片|foto
照相|foti\nfotografi
照相机|fotografilo\nfotilo\nfotoaparato
照耀|prilumi\nbriligi\nlumigi
照章|law la regularo
罩布|vualo
罩子|kovrilo
兆|biliono
